California Department of Education,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Private School Directory 2009-10 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"February 1, 2010",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,Enrollment,Enrollment,,,,,,,Site,Site,Site,Site,,,,,High,Number of,,,,,,,,,,,Special,Custodian,Custodian,Custodian,Custodian,Custodian,Custodian,Custodian,Custodian
74736,Santa Clara,Archbishop Mitty High,Fremont Union High,43694686940340,408,252,6610,5000 Mitty Avenue,San Jose,CA,95129,mitty.com,0,0,0,0,0,0,0,0,0,418,421,411,419,0,0,1669, ,,,,,Mr.,Timothy,Brosnan,Principal,Coeducational,Day Only,9,12,Yes,374,84,11,12,56,Yes,Yes,Yes,No,Religious,CATH,No,Mrs.,Mary Ann,Prescott,5000 Mitty Avenue,San Jose,CA,95129,mprescott@mitty.com
78144,Santa Clara,As-Safa Institute/As-Safa Academy,Moreland Elementary,43695756137665,408,370,9590,4250 Latimer Avenue,San Jose,CA,95130,hajeraali@gmail.com,10,10,2,4,6,3,4,1,0,0,0,0,0,0,0,40,1631 Peregrino Way 1,San Jose,CA,95125,,Ms.,Hajera,Ali,Administrator,Coeducational,Day Only,K,8,No,0,3,3,1,0,No,No,No,Yes,Religious,ISLM,No,Ms.,Hajera,Ali,1631 Peregrino Way ,San Jose ,CA,95125,hajeraali@gmail.com
82112,Santa Clara,Beacon School,Campbell Union High,43694016137715,408,265,8611,5670 Camden Avenue,San Jose,CA,95124,teresam@beaconschool.com,0,0,0,0,0,0,0,1,3,5,10,13,25,0,1,58, ,,,,,Ms.,Teresa,Malekzadeh,Executive Director,Coeducational,Day Only,4,12,Yes,6,7,0,5,0,No,No,No,Yes,Non-religious,,Yes,Ms.,Eileen,Kosar,5670 Camden Avenue,San Jose,CA,95124,
82213,Santa Clara,Bear Hollow School,Palo Alto Unified,43696416135354,650,669,1379,3790 El Camino Real #365 ,Palo Alto,CA,94306,am_consulting@usa.net,0,0,0,2,0,6,3,1,0,2,0,7,5,0,0,26, ,,,,,Ms.,Martha,Ridgway,Other,Coeducational,Day Only,K,12,Yes,3,0,8,2,1,No,No,No,Yes,Non-religious,,No,Ms.,Martha,Ridgway,3790 El Camino Real #365 ,Palo Alto,CA,94306,am_consulting@usa.net
73200,Santa Clara,Bellarmine College Preparatory,San Jose Unified,43696666940373,408,294,9224,960 West Hedding Street,San Jose,CA,95126,,0,0,0,0,0,0,0,0,0,417,399,390,398,0,0,1604, ,,,,,Mr.,Christopher,Meyercord,Principal,Boys Only,Day Only,9,12,Yes,363,77,10,24,28,Yes,Yes,Yes,No,Religious,CATH,No,Mrs.,Jean,Toohey,960 West Hedding Street,San Jose,CA,95126,jtoohey@bcp.org
82742,Santa Clara,Berryessa Academy,Berryessa Union Elementary,43693776206411,408,272,9046,2927 Hostetter Road,San Jose,CA,95132,lisazeyen@gmail.com,0,0,1,1,0,2,0,0,0,1,1,0,0,0,0,6, ,,  ,,,Mrs.,Lisa,Zeyen,Administrator,Coeducational,Both,2,12,Yes,0,1,1,0,0,No,No,No,Yes,Non-religious,,No,Mrs.,Lisa,Zeyen,2927 Hostetter Road,San Jose,CA,95132,lisazeyen@gmail.com
79129,Santa Clara,Bethel Lutheran School,Cupertino Union,43694196903793,408,252,8512,10181 Finch Avenue,Cupertino,CA,95014,blsoffice@bethells.org,13,8,9,9,8,9,2,0,0,0,0,0,0,6,0,64, ,,,,,Rev.,Randal,Pabst,Other,Coeducational,Day Only,K,6,No,0,7,5,1,7,Yes,No,No,No,Religious,LUTH,No,Mrs.,Marianne,Nadell,10181 Finch Avenue,Cupertino,CA,95014,mnadell@bethells.org
83456,Santa Clara,Bowman International School,Palo Alto Unified,43696417089956,650,813,9131,4000 Terman Drive ,Palo Alto,CA,94306,office@bowmanschool.org,31,31,26,24,31,18,12,7,8,0,0,0,0,0,0,188, ,,,,Children's International School,Ms.,Mary,Ricks,Head of School,Coeducational,Day Only,K,8,No,0,29,0,1,5,Yes,No,No,No,Non-religious,,No,Ms.,Erin,Knight,4000 Terman Drive,Palo Alto,CA,94306,erink@bowmanschool.org
79738,Santa Clara,Cambrian International Academy,Cambrian Elementary,43693856137707,408,857,0075,2030 Camden Avenue,San Jose,CA,95124,ddelgado@cambrianacademy.org,0,0,0,0,0,0,0,5,6,6,8,6,2,0,0,33, ,,,,,Mr.,David,Delgado,Headmaster,Coeducational,Day Only,6,12,Yes,1,0,9,2,1,No,No,No,Yes,Non-religious,,No,Ms.,Kay,Kim,2030 Camden Avenue,San Jose,CA,95124,kkim@cambrianacademy.org
76480,Santa Clara,Campbell Christian,Moreland Elementary,43695756908099,408,370,4900,1075 West Campbell Avenue,Campbell,CA,95008,sstuart@campbellchristian.org,45,41,41,31,29,36,0,0,0,0,0,0,0,0,0,223, ,,,,,Mrs.,Melissa,Sisson,Administrator,Coeducational,Day Only,K,5,No,0,11,5,2,3,Yes,No,No,No,Religious,CC,No,Mrs.,Ali,Davis,1075 West Campbell Avenue,Campbell,CA,95008,adavis@campbellchristian.org
75830,Santa Clara,Canyon Heights Academy,Campbell Union Elementary,43693937104037,408,370,6727,775 Waldo Road ,Campbell,CA,95008,,33,28,23,22,16,13,4,9,7,0,0,0,0,0,0,155, ,,,,,Mrs.,Amy,Carrizo,Administrator,Coeducational,Day Only,K,8,No,0,14,2,3,4,Yes,No,No,No,Religious,CATH,No,Miss,Karen,Carminati,775 Waldo Road ,Campbell,CA,95008,kcarminati@chamail.net
77297,Santa Clara,Carden Academy of Santa Clara,Santa Clara Unified,43696746992325,408,244,5041,615 Hobart Terrace ,Santa Clara,CA,95051,,42,33,27,32,33,17,28,29,22,0,0,0,0,0,0,263, ,,,,Carden El Encanto Day School,Mr.,William ,Ries,Principal,Coeducational,Day Only,K,8,No,0,32,0,2,15,No,No,No,Yes,Non-religious,,No,Mr.,William,Ries,615 Hobart Terrace ,Santa Clara,CA,95051,wries@cardenacademyofsantaclara.com
75075,Santa Clara,Carden Day School of San Jose,San Jose Unified,43696666203087,408,626,8008,1980 Hamilton Avenue ,San Jose,CA,95125,cardendayschool1@sbcglobal.net,22,19,21,15,13,11,6,3,6,0,0,0,0,0,0,116, ,,,,,Mrs.,Elizabeth,Asadi,Director,Coeducational,Day Only,K,8,No,0,12,4,4,10,No,No,No,Yes,Non-religious,,No,Mrs.,Sharen,Six,1980 Hamilton Avenue,San Jose,CA,95125,eppa2@aol.com
75236,Santa Clara,Casa dei Bambini School,Palo Alto Unified,43694616138507,650,473,9401,457 College Avenue,Palo Alto,CA,94306,email@casadeibambini.net,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,457 College Avenue,Palo Alto,CA,94306,,Mrs.,Sandra ,Balzaretti,Director,Coeducational,Day Only,K,K,No,0,7,1,1,1,No,No,No,Yes,Non-religious,,No,Mrs.,Sandra,Balzaretti,457 College Avenue,Palo Alto,CA,94306,email@casadeibambini.net
75033,Santa Clara,Casa Di Mir Montessori Elementary,Campbell Union Elementary,43693937077639,408,370,3073,90 East Latimer Avenue,Campbell,CA,95008,office@casadimir.org,13,17,15,11,9,5,10,0,0,0,0,0,0,0,0,80, ,,,,,Ms.,Wanda,Whitehead,Head of School,Coeducational,Day Only,K,6,No,0,9,1,2,8,Yes,No,No,No,Non-religious,,No,Ms.,Wanda,Whithead,15215 Cooper Avenue,San Jose,CA,95124,whitehead@casadimir.org
81452,Santa Clara,Challenger - Berryessa,Orchard Elementary,43696337098288,408,998,2860,711 East Gish Road,San Jose,CA,95112,,127,101,98,77,64,61,41,44,45,0,0,0,0,0,0,658, ,,,,,Mrs.,Sheela,Vijay,Headmaster,Coeducational,Day Only,K,8,No,0,34,3,3,22,No,No,No,Yes,Non-religious,,No,Mrs.,Sheela,Vijay,711 East Gish Road,San Jose,CA,95112,
81463,Santa Clara,Challenger - Harwood,Union Elementary,43697086132054,408,723,0111,4949 Harwood Road,San Jose,CA,95124,,42,49,30,29,36,23,10,17,9,0,0,0,0,0,0,245, ,,,,,Mrs.,Sara,Kolb,Headmaster,Coeducational,Day Only,K,8,No,0,16,3,3,13,No,No,No,Yes,Non-religious,,No,Mrs.,Sara,Kolb,4949 Harwood Road,San Jose,CA,95124,
81472,Santa Clara,Challenger - Middlefield,Palo Alto Unified,43696417099344,650,213,8245,3880 Middlefield Road,Palo Alto,CA,94303,,67,55,49,54,35,27,25,23,18,0,0,0,0,0,0,353, ,,,,,Mr.,Sanny,Figueroa,Headmaster,Coeducational,Day Only,K,8,No,0,17,3,3,20,No,No,No,Yes,Non-religious,,No,Mr.,Sanny,Figueroa,3880 Middlefield Road,Palo Alto,CA,94303,
81486,Santa Clara,Challenger - Shawnee,Oak Grove Elementary,43696256131973,408,365,9298,500 Shawnee Lane,San Jose,CA,95123,,98,59,56,34,22,26,26,19,10,0,0,0,0,0,0,350, ,,,,,Mrs.,Deepali,Deshmukh,Headmaster,Coeducational,Day Only,K,8,No,0,19,3,3,16,No,No,No,Yes,Non-religious,,No,Mrs.,Deepali,Deshmukh,500 Shawnee Lane,San Jose,CA,95123,
81496,Santa Clara,Challenger - Strawberry Park,Moreland Elementary,43695757103385,408,213,0083,730 Camina Escuela ,San Jose,CA,95129,,138,112,76,47,49,36,25,19,17,0,0,0,0,0,0,519, ,,,,,Mr.,Marc,Maginn,Headmaster,Coeducational,Day Only,K,8,No,0,26,3,3,25,No,No,No,Yes,Non-religious,,No,Mr.,Marc,Maginn,730 Camina Escuela ,San Jose,CA,95129,
81521,Santa Clara,Challenger - Sunnyvale,Sunnyvale,43696907083058,408,245,7170,1185 Hollenbeck Avenue,Sunnyvale,CA,94087,,81,73,77,57,51,46,39,50,50,0,0,0,0,0,0,524, ,,,,,Mr.,Aaron,Schiffner,Headmaster,Coeducational,Day Only,K,8,No,0,25,3,3,28,No,No,No,Yes,Non-religious,,No,Mr.,Aaron,Schiffner,1185 Hollenbeck Avenue,Sunnyvale,CA,94087,
81394,Santa Clara,Challenger-Almaden,San Jose Unified,43696667098270,408,927,5771,19950 McKean Road,San Jose,CA,95120,,32,26,23,20,21,23,12,22,22,0,0,0,0,0,0,201, ,,,,,Mrs.,Judy,Burbank,Headmaster,Coeducational,Day Only,K,8,No,0,9,4,3,10,No,No,No,Yes,Non-religious,,No,Mrs.,Judy,Burbank,19950 McKean Road,San Jose,CA,95120,
74953,Santa Clara,Champion Youth Enrichment School,Sunnyvale,43696906138515,408,838,3333,1055 Sunnyvale-Saratoga Road,Sunnyvale,CA,94087,,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,P.O. Box 3411,Los Altos,CA,94024,,Miss,Min,Qiu,Other,Coeducational,Day Only,K,1,No,0,2,2,1,0,No,No,No,Yes,Non-religious,,No,Ms.,Min,Qiu,1612 19th Avenue,San Francisco,CA,94122,chris.qiu@yahoo.com
77017,Santa Clara,Christ the King Academy,Berryessa Union Elementary,43693777082522,408,621,0720,"2530 Berryessa Road, Office 142",San Jose,CA,95132,ctka@usa.net,0,1,4,5,5,1,4,3,2,2,0,5,4,0,0,36, ,,,,,Mrs.,Mary Ann,Shapiro,Principal,Coeducational,Day Only,1,12,Yes,3,1,0,1,0,No,No,No,Yes,Religious,CATH,No,Mrs.,Mary Ann,Shapiro,"2530 Berryessa Road, Office 142",San Jose,CA,95132,ctka@usa.net
73002,Santa Clara,Chrysallis Elementary,Cambrian Elementary,43693856200943,408,445,8432,"3001 Ross Avenue, Room 1",San Jose,CA,95124,JOYCELANGLEY@aol.com,1,2,5,0,0,1,1,0,0,0,0,0,0,0,0,10,5826 Silver Leaf Road,San Jose,CA,95138,,Mrs.,Joyce,Langley,Director,Coeducational,Day Only,K,6,No,0,1,1,0,0,No,No,No,Yes,Non-religious,,No,Mrs.,Joyce,Langley,5826 Silver Leaf Road,San Jose,CA,95138,JOYCELANGLEY@aol.com
73454,Santa Clara,Cornerstone Kindergarten,San Jose Unified,43696666138531,408,268,7595,6601 Camden Avenue,San Jose,CA,95120,cornerstone@southhills.cc,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10, ,,,,,Ms.,Deborah,Paselk,Director,Coeducational,Day Only,K,K,No,0,0,2,1,1,Yes,No,No,No,Religious,NA,No,Ms.,Lynell,Frey,6601 Camden Avenue,San Jose,CA,95120,lynellf@southhills.cc
82393,Santa Clara,Crossroads Christian,Morgan Hill Unified,43695836903033,408,779,8850,145 Wright Avenue ,Morgan Hill,CA,95037,jwallace@crossroadsmh.org,22,21,16,17,14,11,14,12,8,0,0,0,0,0,0,135, ,,,,,Mr.,Matt ,Diehl,Principal,Coeducational,Day Only,K,8,No,0,12,2,2,2,Yes,No,No,No,Religious,AG,No,Mrs.,Robin,Berry,145 Wright Avenue,Morgan Hill,CA,95037,mberry@crossroadsmh.org
81153,Santa Clara,Delphi Academy of San Francisco Bay,Santa Clara Unified,43696747061401,408,260,2300,"890 Pomeroy Avenue, Suite 201",Santa Clara,CA,95051,info@delphisantaclara.org,32,28,22,20,8,10,6,5,2,0,0,0,0,0,0,133, ,,,,,Mrs.,Marcy,Green,Head of School,Coeducational,Day Only,K,9,No,0,16,0,5,12,Yes,No,No,No,Non-religious,,No,Mrs.,Susan,Wehner,"890 Pomeroy Avenue, Suite 201",Santa Clara,CA,95051,
80055,Santa Clara,Emerson School,Palo Alto Unified,43696417082746,650,424,1267,2800 West Bayshore Road,Palo Alto,CA,94303,emersonschool@headsup.org,11,2,8,5,1,4,1,4,2,0,0,0,0,0,0,38, ,,,,,Mr.,Charles,Bernstein,President,Coeducational,Day Only,K,8,No,0,5,5,2,2,No,No,No,Yes,Non-religious,,No,Mrs.,Jo Anne,Camara,2800 West Bayshore Road,Palo Alto,CA,94303,jcamara@headsup.org
78764,Santa Clara,Esther B. Clark School,Palo Alto Unified,43696416979090,650,322,3632,650 Clark Way,Palo Alto,CA,94304,ebcschool.online.org,0,0,0,0,4,4,12,11,9,7,3,0,0,0,0,50, ,,,,,Mr.,Christopher,Harris,Director,Coeducational,Day Only,4,10,No,0,5,0,4,20,Yes,No,No,No,Non-religious,,Yes,Ms.,Heidi,Rehbein,650 Clark Way,Palo Alto,CA,94304,hmullins@chconline.org
74970,Santa Clara,French American School of Silicon Valley,Cupertino Union,43694197082738,408,746,0460,1522 Lewiston Drive,Sunnyvale,CA,94087,fassv@fassv.org,22,22,20,21,18,8,0,0,0,0,0,0,0,0,0,111, ,,,,,Mr.,Bernard,Moreau,Head of School,Coeducational,Day Only,K,5,No,0,20,2,4,2,Yes,No,No,No,Non-religious,,No,Mr.,Bernard,Moreau,1522 Lewiston Drive,Sunnyvale,CA,94087,fassv@fassv.org
80729,Santa Clara,Gavilan Hills Academy,Gilroy Unified,43694846991368,408,842,7455,2080 Pacheco Pass Highway,Gilroy,CA,95020,magsgav@garlic.com,3,4,2,2,4,3,3,2,4,0,0,1,0,0,0,28, ,,,,Valley Preparatory School,Mrs.,Marguerite,Kennedy,Director,Coeducational,Day Only,K,11,No,0,3,2,1,0,No,No,No,Yes,Non-religious,,No,Mrs.,Marguerite,Kennedy,2080 Pacheco Pass Highway,Gilroy,CA,95020,magsgav@garlic.com
75408,Santa Clara,German Int'l School of Silicon Valley,Mountain View Whisman,43695917102436,650,254,0748,310 Easy Street ,Mountain View,CA,94043,,36,35,20,18,15,17,15,11,13,13,9,6,6,0,0,214, ,,,,,Mrs.,Nadja,Spira,Administrator,Coeducational,Day Only,K,12,Yes,9,34,1,1,10,Yes,No,No,No,Non-religious,,Yes,Ms.,Michelle ,Bonau,310 Easy Street ,Mountain View,CA,94043,office@gissv.org
82947,Santa Clara,Gideon Hausner Jewish Day School,Palo Alto Unified,43696417072002,650,494,8200,450 San Antonio Road,Palo Alto,CA,94306,jschiffer@hausner.com,41,45,48,40,47,48,36,36,19,0,0,0,0,0,0,360, ,,,,Gideon Hausner Jewish Day School,Mrs.,Julie,Smith,Head of School,Coeducational,Day Only,K,8,No,0,47,10,8,11,Yes,No,No,No,Religious,JWSH,No,Mrs.,Julie,Smith,450 San Antonio Road,Palo Alto,CA,94306,jsmith@hausner.com
84264,Santa Clara,"Girls' Middle, The",Mountain View Whisman,43695917098668,650,968,8338,180 North Rengstorff Avenue,Mountain View,CA,94043,bkefentse@girlsms.org,0,0,0,0,0,0,54,50,49,0,0,0,0,0,0,153, ,,,,,Ms.,Deb,Hof,Head of School,Girls Only,Day Only,6,8,No,0,20,2,7,9,Yes,No,No,No,Non-religious,,No,Ms.,Deb,Hof,180 North Rengstorff Avenue,Mountain View,CA,94043,dhof@girlsms.org
80655,Santa Clara,Glory of Learning,Cambrian Elementary,43693856130215,408,267,7924,3206 Irlanda Way,San Jose,CA,95124,gloryoflearning@houseofgoldbergs.com,0,0,0,0,0,0,3,0,1,1,0,1,0,0,0,6, ,,,,,Mr.,Michael,Goldberg,Other,Coeducational,Day Only,K,12,No,0,1,1,0,0,No,No,No,Yes,,,No,Mrs.,Jocelyn,Goldberg,3206 Irlanda Way,San Jose,CA,95124,
74262,Santa Clara,Golden State Academy,Moreland Elementary,43695756138556,408,255,9891,4547 Blackford Avenue ,San Jose,CA,95129,,0,0,2,0,2,1,1,0,0,0,0,0,0,0,0,6, ,,,,,Mr.,Aloysius,John,Principal,Coeducational,Day Only,1,6,No,0,5,4,1,0,No,No,No,Yes,,,No,Mr.,Aloysius,John,4547 Blackford Avenue,San Jose,CA,95129,
79202,Santa Clara,Grace Christian School,Cambrian Elementary,43693857080914,408,377,2387,2350 Leigh Avenue ,San Jose,CA,95124,gcssanjose@yahoo.com,6,3,2,2,2,2,0,0,0,0,0,0,0,0,0,17, ,,,,,Mrs.,Connie ,Cossell,Principal,Coeducational,Day Only,K,6,No,0,2,0,0,0,Yes,No,No,No,Religious,PRES,No,Mrs.,Connie,Cossell,2350 Leigh Avenue ,San Jose ,CA,95124,gcssanjose@yahoo.com
76460,Santa Clara,Granada Islamic,Santa Clara Unified,43696747084692,408,980,1161,3003 Scott Boulevard,Santa Clara,CA,95054,nihadm@granadaschool.org,42,63,56,42,36,37,37,33,31,0,0,0,0,0,0,377, ,,,,,Mrs.,Nihad,Mourad,Principal,Coeducational,Day Only,K,8,No,0,33,4,7,2,Yes,No,No,No,Religious,ISLM,No,Mrs.,Humera,Haq,3003 Scott Boulevard,Santa Clara,CA,95054,humerah@granadaschool.org
72849,Santa Clara,"Harker School, The",Campbell Union Elementary,43693936983522,408,249,2510,500 Saratoga Avenue,San Jose,CA,95129,chrisn@harker.org,81,81,88,106,120,128,153,159,152,178,174,164,166,0,0,1750,500 Saratoga Avenue,San Jose,CA,95129,The Harker Academy,Mr.,Christopher,Nikoloff,Head of School,Coeducational,Day Only,K,12,Yes,173,178,6,10,290,Yes,Yes,Yes,No,Non-religious,,No,Miss,Jennifer,Gargano,500 Saratoga Avenue,San Jose,CA,95129,jenniferg@harker.org
77890,Santa Clara,Helios New School,Palo Alto Unified,43696416137657,650,245,5265,"3921 Fabian Way, Building C",Palo Alto,CA,94303,info@heliosnewschool.org,10,10,10,0,0,0,0,0,0,0,0,0,0,0,0,30, ,,,,,Ms.,Joan,Ellis,Head of School,Coeducational,Day Only,K,3,No,0,5,5,1,0,Yes,No,No,No,Non-religious,,No,Ms.,Joan,Ellis,"3921 Fabian Way, Building C",Palo Alto,CA,94303,jo@heliosnewschool.org
79664,Santa Clara,Heritage Academy,Los Altos Elementary,43695186139323,650,641,0280,858 University Avenue,Los Altos,CA,94024,heritageacademy.online@gmail.com,6,1,3,4,5,16,1,0,0,0,0,0,0,0,0,36, ,,,,,Mrs.,Marilyn,Davidson,Principal,Coeducational,Day Only,K,6,No,0,4,3,1,2,Yes,No,No,No,Religious,NA,No,Mrs.,Marilyn,Davidson,171 West Portola Avenue,Los Altos,CA,92022,hertitageacademy.online@gmail.com
75779,Santa Clara,Holy Family School,San Jose Unified,43696667019169,408,978,1355,4850 Pearl Avenue,San Jose,CA,95136,,36,49,25,56,59,56,52,54,59,0,0,0,0,0,0,446, ,,,,Holy Family Educational Center,Mrs.,Gail,Harrell,Principal,Coeducational,Day Only,K,8,No,0,17,4,2,24,Yes,Yes,Yes,No,Religious,CATH,No,Mrs.,Sheryl,Citta,4850 Pearl Avenue,San Jose,CA,95136,sheryl.citta@hfsj.org
73779,Santa Clara,Holy Spirit,San Jose Unified,43696667101579,408,268,0794,1198 Redmond Avenue,San Jose,CA,95120,mark.bistricky@holyspirit-school.org,54,64,63,58,60,61,59,62,58,0,0,0,0,0,0,539, ,,,,,Mr.,Mark,Bistricky,Principal,Coeducational,Day Only,K,8,No,0,23,5,3,35,Yes,Yes,Yes,No,Religious,CATH,No,Mr.,Mark,Bistricky,1198 Redmond Avenue,San Jose,CA,95120,mark.bistricky@holyspirit-school.org
81556,Santa Clara,Hope Technology,Palo Alto Unified,43696417104755,650,565,8391,2525 East Bayshore Road,Palo Alto,CA,94303,tellmemore@hopetech.org,12,12,12,11,11,6,7,12,7,0,0,0,0,0,0,90, ,,,,,Mr.,John ,Taliaferro,Principal,Coeducational,Day Only,K,8,No,0,9,0,4,10,Yes,Yes,No,No,Non-religious,,Yes,Mr.,John ,Taliaferro,2525 East Bayshore Road,Palo Alto,CA,94303,john@hopetech.org
76413,Santa Clara,Kehillah Jewish High School,Palo Alto Unified,43696416201859,650,213,9600,3900 Fabian Way ,Palo Alto,CA,94303,,0,0,0,0,0,0,0,0,0,34,35,28,27,0,0,124, ,,,,,Ms.,Lillian,Howard,Head of School,Coeducational,Day Only,9,12,Yes,17,15,4,8,7,Yes,No,No,No,Religious,JWSH,No,Mrs.,Teresa,Ladasky,3900 Fabian Way ,Palo Alto,CA,94303,
75099,Santa Clara,KinderCare,Milpitas Unified,43733877091846,408,263,0444,860 North Hillview Drive,Milpitas,CA,95035,lshankle@klcorp.com,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10, ,,,,Children's World Learning Center,Ms.,Lori,Shankle,Director,Coeducational,Day Only,K,K,No,0,1,1,1,0,No,No,No,Yes,Non-religious,,No,Ms.,Lori,Shankle,860 North Hillview Drive,Milpitas,CA,95035,
73356,Santa Clara,"King's Academy, The",Fremont Union High,43694687078421,408,481,9900,562 North Britton Avenue,Sunnyvale,CA,94085-3841,,3,10,8,20,17,15,112,130,152,179,145,172,160,0,0,1123, ,,,,,Mr.,Robert,Kellogg,Principal,Coeducational,Day Only,K,12,Yes,146,57,16,10,36,Yes,No,No,No,Religious,NA,No,Mrs.,Judi,Squires,562 North Britton Avenue,Sunnyvale,CA,94085,jsquires@tka.org
73756,Santa Clara,"LAMB-O Academy, Incorporated",Milpitas Unified,43733876133722,408,334,0338,471 Sinclair Frontage Road,Milpitas,CA,95035,,0,1,1,0,1,2,0,0,1,0,2,0,0,0,0,8,2151 Oakland Road,San Jose,CA,95131,,Rev.,Agnes,Lee,Administrator,Coeducational,Day Only,1,12,Yes,1,1,1,1,2,Yes,No,No,No,Religious,Other,Yes,Rev.,Agnes,Lee,674 Lakefair Drive,Sunnyvale,CA,94089,
77807,Santa Clara,Lang Learning Center,Milpitas Unified,43733876200653,408,946,8539,856 Kizer Street,Milpitas,CA,95035,Lang_School_Milpitas@yahoo.com,0,0,0,0,1,0,1,0,2,0,1,0,1,0,0,6, ,,,,,Mr.,Bruce,Lang,Principal,Coeducational,Day Only,4,12,Yes,1,1,0,1,0,No,No,No,Yes,Non-religious,,No,Mrs.,Susan,Lang,856 Kizer Street,Milpitas,CA,95035,Lang_School_Milpitas@yahoo.com
72863,Santa Clara,"Learning Academy, The",San Jose Unified,43696666916373,408,723,1131,1200 Blossom Hill Road ,San Jose,CA,95118,,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8, ,,,,,Mrs.,Joan,Winslow,Director,Coeducational,Day Only,K,K,No,0,1,0,1,1,No,No,No,Yes,Non-religious,,No,Mrs.,Joan,Winslow,1200 Blossom Hill Road,san Jose,CA,95118,
77319,Santa Clara,Legacy Christian School,Oak Grove Elementary,43696256137574,408,225,5976,479 Blossom Hill Road,San Jose,CA,95123,info@legacychristianschool.net,6,6,6,4,5,13,4,7,3,0,0,0,0,0,0,54, ,,,,,Mrs.,Debbie,Hudson,Principal,Coeducational,Day Only,K,8,No,0,5,3,1,2,Yes,No,No,No,Religious,NA,No,Mrs.,Krysann,Sedberry,479 Blossom Hill Road,San Jose,CA,95123,krysann@legacychristianschool.net
75698,Santa Clara,Liber Community School,Sunnyvale,43696906133730,408,256,3484,763 San Diego Avenue,Sunnyvale,CA,94085,lcscoop@gmail.com,0,0,0,0,0,0,0,0,0,0,0,0,0,16,9,25,2712 Seadrift Lane,Hayward,CA,94545,,Mrs.,Deborah,Kingdon,Director,Coeducational,Day Only,1,12,Yes,0,1,5,1,0,Yes,No,No,No,Religious,INTD,No,Mrs.,Trina,Pettus,763 San Diego Avenue,Sunnyvale,CA,94085,teach1another@gmail.com
83798,Santa Clara,Liberty Baptist,Evergreen Elementary,43694356940522,408,274,5613,2790 South King Road,San Jose,CA,95122,libertybaptist.org,15,10,11,10,12,18,19,13,18,12,17,15,21,95,96,382, ,,,,,Mr.,Russel,Barnes,Administrator,Coeducational,Day Only,K,12,Yes,19,17,6,1,3,No,Yes,No,No,Religious,BAPT,No,Mrs.,Penny,Bigelow,2790 South King Road,San Jose,CA,95122,pbigelow@libertybaptist.org
82596,Santa Clara,Live Oak Academy,San Jose Unified,43696666131932,408,355,4935,1175 Hillsdale Avenue,San Jose,CA,95118,info@liveoakacademy.org,0,12,9,9,7,7,14,9,13,7,5,7,4,0,0,103,4960 Almaden Expressway,San Jose,CA,95118,,Mrs.,Sue,Sheffield,Administrator,Coeducational,Day Only,1,12,No,3,0,50,1,8,Yes,Yes,No,No,Non-religious,,No,Mrs.,Sue,Sheffield,4960 Almaden Expressway,San Jose,CA,95118,sheff4@pacbell.net
78586,Santa Clara,Living Hope Academy,Fremont Union High,43694686137640,408,774,1886,808 Gail Avenue,Sunnyvale,CA,94086,,0,0,0,1,0,1,1,0,1,0,0,1,1,0,0,6, ,,,,,Mrs.,Heather,Stanton,Director,Coeducational,Day Only,1,12,Yes,0,1,0,1,1,No,No,No,Yes,Religious,REF,No,Mrs.,Heather,Stanton,808 Gail Avenue,Sunnyvale,CA,94086,
77214,Santa Clara,Living Wisdom School of Palo Alto,Palo Alto Unified,43696417084882,650,462,8150,456 College Avenue,Palo Alto,CA,94306,info@livingwisdomschool.org,9,7,6,7,3,5,7,5,3,0,0,0,0,0,0,52, ,,,,,Ms.,Cheryl,Sargent,Administrator,Coeducational,Day Only,K,8,No,0,6,6,2,0,Yes,Yes,No,No,Religious,NA,No,Ms.,Cheryl,Sargent,456 College Avenue,Palo Alto,CA,94306,cheryl@livingwisdomschool.org
73629,Santa Clara,Los Altos Christian,Los Altos Elementary,43695186916357,650,948,3738,625 Magdalena Avenue,Los Altos,CA,94024,,27,25,32,24,30,21,21,11,23,0,0,0,0,0,0,214, ,,,,,Mrs.,Susan,Torode,Principal,Coeducational,Day Only,K,8,No,0,20,6,3,11,Yes,No,No,No,Religious,BAPT,No,Mrs.,Diane,Fischer,625 Magdalena Avenue,Los Altos,CA,94024,diane.fischer@lacs.com
